time,c.world_pos.q0,c.world_pos.q1,c.world_pos.q2,c.world_pos.q3,c.world_pos.x,c.world_pos.y,c.world_pos.z
2026-03-20T06:13:34.708409,0.0,0.0,0.0,1.0,-0.5419615837477862,-0.09322291066162836,0.0
2026-03-20T06:13:34.716742,0.0,0.0,0.0,1.0,-0.5446094098245952,-0.10298676241035433,0.0
2026-03-20T06:13:34.725075,0.0,0.0,0.0,1.0,-0.5469982406697234,-0.1129285153960694,0.0
2026-03-20T06:13:34.733408,0.0,0.0,0.0,1.0,-0.5491213695180494,-0.1230407537535717,0.0
2026-03-20T06:13:34.741741,0.0,0.0,0.0,1.0,-0.55097222257363,-0.1333158208740497,0.0
2026-03-20T06:13:34.750074,0.0,0.0,0.0,1.0,-0.5525443657202719,-0.14374581342753184,0.0
2026-03-20T06:13:34.758407,0.0,0.0,0.0,1.0,-0.5538315122702477,-0.15432257532010576,0.0
2026-03-20T06:13:34.766740,0.0,0.0,0.0,1.0,-0.5548275317988183,-0.1650376916689254,0.0
2026-03-20T06:13:34.775073,0.0,0.0,0.0,1.0,-0.5555264601094918,-0.17588248288562278,0.0
2026-03-20T06:13:34.783406,0.0,0.0,0.0,1.0,-0.5559225103713358,-0.18684799896685242,0.0
2026-03-20T06:13:34.791739,0.0,0.0,0.0,1.0,-0.5560100854650035,-0.19792501409925864,0.0
2026-03-20T06:13:34.800072,0.0,0.0,0.0,1.0,-0.5557837915682896,-0.20910402169508166,0.0
2026-03-20T06:13:34.808405,0.0,0.0,0.0,1.0,-0.5552384530048328,-0.22037522998379389,0.0
2026-03-20T06:13:34.816738,0.0,0.0,0.0,1.0,-0.5543691283708774,-0.23172855829443592,0.0
2026-03-20T06:13:34.825071,0.0,0.0,0.0,1.0,-0.5531711279446384,-0.243153634172521,0.0
2026-03-20T06:13:34.833404,0.0,0.0,0.0,1.0,-0.551640032370644,-0.2546397914842785,0.0
2026-03-20T06:13:34.841737,0.0,0.0,0.0,1.0,-0.5497717125973312,-0.2661760696693509,0.0
2026-03-20T06:13:34.850070,0.0,0.0,0.0,1.0,-0.547562351030046,-0.27775121431054395,0.0
2026-03-20T06:13:34.858403,0.0,0.0,0.0,1.0,-0.5450084638433862,-0.2893536791955107,0.0
2026-03-20T06:13:34.866736,0.0,0.0,0.0,1.0,-0.5421069243765004,-0.3009716300499475,0.0
2026-03-20T06:13:34.875069,0.0,0.0,0.0,1.0,-0.5388549875125734,-0.3125929501245637,0.0
2026-03-20T06:13:34.883402,0.0,0.0,0.0,1.0,-0.5352503149193718,-0.3242052478183159,0.0
2026-03-20T06:13:34.891735,0.0,0.0,0.0,1.0,-0.5312910010016095,-0.3357958665176865,0.0
2026-03-20T06:13:34.900068,0.0,0.0,0.0,1.0,-0.5269755993882831,-0.3473518968256581,0.0
2026-03-20T06:13:34.908401,0.0,0.0,0.0,1.0,-0.5223031497494159,-0.3588601913440101,0.0
2026-03-20T06:13:34.916734,0.0,0.0,0.0,1.0,-0.5172732047073391,-0.37030738215818837,0.0
2026-03-20T06:13:34.925067,0.0,0.0,0.0,1.0,-0.5118858565783282,-0.38167990115486927,0.0
2026-03-20T06:13:34.933400,0.0,0.0,0.0,1.0,-0.5061417636518548,-0.3929640032781315,0.0
2026-03-20T06:13:34.941733,0.0,0.0,0.0,1.0,-0.5000421756877298,-0.4041457928006351,0.0
2026-03-20T06:13:34.950066,0.0,0.0,0.0,1.0,-0.49358895828697347,-0.4152112526512985,0.0
2026-03-20T06:13:34.958399,0.0,0.0,0.0,1.0,-0.48678461577135734,-0.4261462768007423,0.0
2026-03-20T06:13:34.966732,0.0,0.0,0.0,1.0,-0.4796323121903196,-0.4369367056604949,0.0
2026-03-20T06:13:34.975065,0.0,0.0,0.0,1.0,-0.47213589006345547,-0.44756836440212694,0.0
2026-03-20T06:13:34.983398,0.0,0.0,0.0,1.0,-0.46429988646310266,-0.4580271040488164,0.0
2026-03-20T06:13:34.991731,0.0,0.0,0.0,1.0,-0.45612954604568107,-0.4682988451353218,0.0
2026-03-20T06:13:35.000064,0.0,0.0,0.0,1.0,-0.44763083065326714,-0.4783696236741626,0.0
