time,cvt.convert_state.0,cvt.convert_state.1,cvt.convert_state.2,cvt.convert_state.3
2026-04-19T15:52:12.409126,2.0583253287371797,2.0583253287371797,37.62,38.11713571735518
2026-04-19T15:52:12.417459,2.037742075449808,2.037742075449808,37.62,37.73596436018163
2026-04-19T15:52:12.425792,2.0173646546953097,2.0173646546953097,36.63,37.35860471657982
2026-04-19T15:52:12.434125,1.9971910081483566,1.9971910081483566,36.63,36.98501866941402
2026-04-19T15:52:12.442458,1.977219098066873,1.977219098066873,35.64,36.61516848271988
2026-04-19T15:52:12.450791,1.9574469070862042,1.9574469070862042,35.64,36.24901679789268
2026-04-19T15:52:12.459124,1.937872438015342,1.937872438015342,35.64,35.88652662991375
2026-04-19T15:52:12.467457,1.9184937136351885,1.9184937136351885,34.65,35.52766136361461
2026-04-19T15:52:12.475790,1.8993087764988366,1.8993087764988366,34.65,35.17238474997846
2026-04-19T15:52:12.484123,1.8803156887338481,1.8803156887338481,34.65,34.82066090247868
2026-04-19T15:52:12.492456,1.8615125318465096,1.8615125318465096,33.66,34.47245429345389
2026-04-19T15:52:12.500789,1.8428974065280443,1.8428974065280443,33.66,34.12772975051936
2026-04-19T15:52:12.509122,1.8244684324627638,1.8244684324627638,33.66,33.786452453014164
2026-04-19T15:52:12.517455,1.8062237481381362,1.8062237481381362,32.67,33.448587928484024
2026-04-19T15:52:12.525788,1.7881615106567548,1.7881615106567548,32.67,33.11410204919918
2026-04-19T15:52:12.534121,1.7702798955501873,1.7702798955501873,32.67,32.78296102870719
2026-04-19T15:52:12.542454,1.7525770965946854,1.7525770965946854,31.68,32.455131418420116
2026-04-19T15:52:12.550787,1.7350513256287385,1.7350513256287385,31.68,32.13058010423592
2026-04-19T15:52:12.559120,1.717700812372451,1.717700812372451,31.68,31.809274303193558
2026-04-19T15:52:12.567453,1.7005238042487265,1.7005238042487265,30.69,31.49118156016162
2026-04-19T15:52:12.575786,1.6835185662062393,1.6835185662062393,30.69,31.176269744560006
2026-04-19T15:52:12.584119,1.666683380544177,1.666683380544177,30.69,30.864507047114405
2026-04-19T15:52:12.592452,1.650016546738735,1.650016546738735,29.7,30.55586197664326
2026-04-19T15:52:12.600785,1.6335163812713478,1.6335163812713478,29.7,30.250303356876827
2026-04-19T15:52:12.609118,1.6171812174586344,1.6171812174586344,29.7,29.94780032330806
2026-04-19T15:52:12.617451,1.601009405284048,1.601009405284048,28.71,29.64832232007498
2026-04-19T15:52:12.625784,1.5849993112312075,1.5849993112312075,28.71,29.35183909687423
2026-04-19T15:52:12.634117,1.5691493181188954,1.5691493181188954,28.71,29.058320705905487
2026-04-19T15:52:12.642450,1.5534578249377065,1.5534578249377065,28.71,28.767737498846433
2026-04-19T15:52:12.650783,1.5379232466883295,1.5379232466883295,27.72,28.480060123857967
2026-04-19T15:52:12.659116,1.5225440142214461,1.5225440142214461,27.72,28.195259522619388
2026-04-19T15:52:12.667449,1.5073185740792316,1.5073185740792316,27.72,27.913306927393194
2026-04-19T15:52:12.675782,1.4922453883384392,1.4922453883384392,26.73,27.63417385811926
2026-04-19T15:52:12.684115,1.477322934455055,1.477322934455055,26.73,27.35783211953807
2026-04-19T15:52:12.692448,1.4625497051105043,1.4625497051105043,26.73,27.08425379834269
2026-04-19T15:52:12.700781,1.4479242080593993,1.4479242080593993,26.73,26.813411260359263
2026-04-19T15:52:12.709114,1.4334449659788053,1.4334449659788053,25.74,26.54527714775567
2026-04-19T15:52:12.717447,1.4191105163190172,1.4191105163190172,25.74,26.279824376278114
2026-04-19T15:52:12.725780,1.404919411155827,1.404919411155827,25.74,26.017026132515333
2026-04-19T15:52:12.734113,1.3908702170442686,1.3908702170442686,25.74,25.75685587119018
2026-04-19T15:52:12.742446,1.376961514873826,1.376961514873826,24.75,25.499287312478277
2026-04-19T15:52:12.750779,1.3631918997250876,1.3631918997250876,24.75,25.244294439353492
2026-04-19T15:52:12.759112,1.3495599807278367,1.3495599807278367,24.75,24.991851494959956
2026-04-19T15:52:12.767445,1.3360643809205583,1.3360643809205583,23.759999999999998,24.741932980010358
2026-04-19T15:52:12.775778,1.3227037371113528,1.3227037371113528,23.759999999999998,24.494513650210255
2026-04-19T15:52:12.784111,1.3094766997402392,1.3094766997402392,23.759999999999998,24.24956851370815
2026-04-19T15:52:12.792444,1.2963819327428368,1.2963819327428368,23.759999999999998,24.00707282857107
2026-04-19T15:52:12.800777,1.2834181134154083,1.2834181134154083,23.759999999999998,23.767002100285357
2026-04-19T15:52:12.809110,1.2705839322812542,1.2705839322812542,22.77,23.529332079282504
2026-04-19T15:52:12.817443,1.2578780929584417,1.2578780929584417,22.77,23.29403875848968
2026-04-19T15:52:12.825776,1.2452993120288571,1.2452993120288571,22.77,23.061098370904784
2026-04-19T15:52:12.834109,1.2328463189085686,1.2328463189085686,22.77,22.830487387195735
2026-04-19T15:52:12.842442,1.220517855719483,1.220517855719483,21.78,22.602182513323775
2026-04-19T15:52:12.850775,1.208312677162288,1.208312677162288,21.78,22.376160688190538
2026-04-19T15:52:12.859108,1.1962295503906653,1.1962295503906653,21.78,22.152399081308634
2026-04-19T15:52:12.867441,1.1842672548867585,1.1842672548867585,21.78,21.930875090495547
2026-04-19T15:52:12.875774,1.172424582337891,1.172424582337891,20.79,21.711566339590593
2026-04-19T15:52:12.884107,1.160700336514512,1.160700336514512,20.79,21.49445067619469
2026-04-19T15:52:12.892440,1.149093333149367,1.149093333149367,20.79,21.279506169432743
2026-04-19T15:52:12.900773,1.1376023998178733,1.1376023998178733,20.79,21.066711107738417
2026-04-19T15:52:12.909106,1.1262263758196944,1.1262263758196944,20.79,20.856043996661032
2026-04-19T15:52:12.917439,1.1149641120614975,1.1149641120614975,19.8,20.64748355669442
2026-04-19T15:52:12.925772,1.1038144709408826,1.1038144709408826,19.8,20.441008721127478
2026-04-19T15:52:12.934105,1.0927763262314738,1.0927763262314738,19.8,20.236598633916202
2026-04-19T15:52:12.942438,1.081848562969159,1.081848562969159,19.8,20.03423264757704
2026-04-19T15:52:12.950771,1.0710300773394674,1.0710300773394674,19.8,19.83389032110127
2026-04-19T15:52:12.959104,1.0603197765660728,1.0603197765660728,18.81,19.635551417890255
2026-04-19T15:52:12.967437,1.0497165788004121,1.0497165788004121,18.81,19.43919590371135
2026-04-19T15:52:12.975770,1.039219413012408,1.039219413012408,18.81,19.24480394467424
2026-04-19T15:52:12.984103,1.0288272188822838,1.0288272188822838,18.81,19.052355905227497
2026-04-19T15:52:12.992436,1.018538946693461,1.018538946693461,18.81,18.861832346175223
2026-04-19T15:52:13.000769,1.0083535572265263,1.0083535572265263,17.82,18.67321402271347
2026-04-19T15:52:13.009102,0.998270021654261,0.998270021654261,17.82,18.486481882486334
2026-04-19T15:52:13.017435,0.9882873214377185,0.9882873214377185,17.82,18.30161706366147
